job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1455,Senior Video Production Specialist,"Toronto, CA",Operations,68k-125k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Video Production Specialist to join our Creative division. You will work on Video Production projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1456,Mystery Shopper / Quality Control,"London, UK",Operations,66k-141k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,0,1,Contract,Entry level,Unspecified,Technology,General Management,1
1457,Regional Payment Processor,"Berlin, DE",Finance,69k-182k,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,0,0,Contract,Entry level,Unspecified,Technology,General Management,1
1458,Lead Pharmaceuticals Specialist,"New York, NY",Finance,87k-112k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Pharmaceuticals Specialist to join our Healthcare division. You will work on Pharmaceuticals projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1459,Senior Clinical Research Specialist,"New York, NY",Engineering,75k-127k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Clinical Research Specialist to join our Healthcare division. You will work on Clinical Research projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1460,Principal Telemedicine Specialist,"Austin, TX",Operations,,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Telemedicine Specialist to join our Healthcare division. You will work on Telemedicine projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1461,Mystery Shopper / Quality Control,"New York, NY",Operations,86k-116k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,0,0,Part-time,Entry level,Unspecified,Creative,General Management,1
1462,Senior Content Creation Specialist,"Berlin, DE",Operations,84k-150k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Content Creation Specialist to join our Creative division. You will work on Content Creation projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1463,Principal K-12 Specialist,"Toronto, CA",Finance,75k-121k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal K-12 Specialist to join our Education division. You will work on K-12 projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
1464,Lead Asset Management Specialist,"Berlin, DE",,76k-197k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Asset Management Specialist to join our Finance division. You will work on Asset Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1465,Senior Cloud Computing Specialist,"London, UK",,,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Cloud Computing Specialist to join our Technology division. You will work on Cloud Computing projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
1466,Senior Clinical Research Specialist,Remote,Finance,58k-168k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Clinical Research Specialist to join our Healthcare division. You will work on Clinical Research projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1467,Senior Clinical Research Specialist,"Austin, TX",Marketing,75k-179k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Clinical Research Specialist to join our Healthcare division. You will work on Clinical Research projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
